# Hp07_10cm_shield_Otto2016
#     unit:            uSv/h/GBq
#A    isotope    Hp07_10cm_shield
229   Th                 10000.0
230   Th                   800.0
231   Th                  6800.0
232   Th                   800.0
233   Th                  1200.0
234   Th                  1100.0
235   Th                   300.0
236   Th                   900.0
227   Pa                  2700.0
228   Pa                 15000.0
229   Pa                  4900.0
230   Pa                  8600.0
231   Pa                  5800.0
232   Pa                  7400.0
233   Pa                  7100.0
234   Pa                 14000.0
234   Pa_isomer            100.0
235   Pa                     0.0
236   Pa                  5000.0
237   Pa                  2300.0
227   U                   4800.0
228   U                    900.0
230   U                   1100.0
231   U                  11600.0
232   U                   1100.0
233   U                    500.0
234   U                   1000.0
235   U                   5500.0
235   U_isomer               0.0
236   U                    900.0
237   U                   7700.0
238   U                    700.0
239   U                   2000.0
240   U                   2400.0
242   U                    700.0
232   Np                 13100.0
233   Np                  4900.0
234   Np                  7600.0
235   Np                  3000.0
236   Np                 13500.0
236   Np_isomer           3000.0
237   Np                  5600.0
238   Np                  3900.0
239   Np                  7100.0
240   Np                 11800.0
240   Np_isomer           3600.0
241   Np                  1900.0
242   Np                   900.0
242   Np_isomer          10500.0
232   Pu                  3600.0
234   Pu                  4200.0
235   Pu                  5900.0
236   Pu                  1000.0
237   Pu                  4600.0
238   Pu                   900.0
239   Pu                   400.0
240   Pu                   900.0
241   Pu                     0.0
242   Pu                   700.0
243   Pu                  1400.0
244   Pu                   700.0
245   Pu                  3900.0
246   Pu                  5900.0
237   Am                  9200.0
238   Am                  8400.0
239   Am                 11400.0
240   Am                  9800.0
241   Am                  3700.0
242   Am                  2300.0
242   Am_isomer           1900.0
243   Am                  2800.0
244   Am                  9600.0
244   Am_isomer           1000.0
245   Am                  1200.0
246   Am                 13700.0
246   Am_isomer           4300.0
247   Am                  4000.0
238   Cm                  4300.0
239   Cm                  8300.0
240   Cm                   900.0
241   Cm                 11100.0
242   Cm                   800.0
243   Cm                  5800.0
244   Cm                   700.0
245   Cm                  6100.0
246   Cm                   500.0
247   Cm                  2800.0
248   Cm                  4000.0
249   Cm                   100.0
250   Cm                 35500.0
251   Cm                  1100.0
245   Bk                  8700.0
246   Bk                  9200.0
247   Bk                  3600.0
248   Bk_isomer           2300.0
249   Bk                     0.0
250   Bk                  3400.0
251   Bk                  4700.0
244   Cf                   700.0
246   Cf                   500.0
247   Cf                  7500.0
248   Cf                   600.0
249   Cf                  4500.0
250   Cf                   500.0
251   Cf                  5500.0
252   Cf                  1700.0
253   Cf                  1300.0
254   Cf                 45000.0
255   Cf                     0.0
249   Es                  7300.0
250   Es                 23700.0
250   Es_isomer           6300.0
251   Es                  6500.0
253   Es                   200.0
254   Es                  5500.0
254   Es_isomer           3800.0
255   Es                     0.0
256   Es                   800.0
251   Fm                  4900.0
252   Fm                   400.0
253   Fm                  5600.0
254   Fm                   500.0
255   Fm                  4800.0
256   Fm                 33700.0
257   Fm                  6300.0
