#     unit:            uSv/h/GBq
#A    isotope    Hp07_10cm_unshield
92    Sr               1385500.0
93    Sr               1699300.0
94    Sr               1125000.0
81    Y                 860200.0
83    Y                 895400.0
83    Y_isomer          739800.0
84    Y_isomer          903600.0
85    Y                 830800.0
85    Y_isomer          640000.0
86    Y                 449300.0
86    Y_isomer          187100.0
87    Y                  16000.0
87    Y_isomer          366300.0
88    Y                  13500.0
89    Y_isomer           10600.0
90    Y                1086900.0
90    Y_isomer          218800.0
91    Y                1241500.0
91    Y_isomer           67900.0
92    Y                 979200.0
93    Y                1029000.0
94    Y                 909800.0
95    Y                1049200.0
85    Zr                881700.0
86    Zr                131600.0
87    Zr                870100.0
88    Zr                 54600.0
89    Zr                392400.0
89    Zr_isomer          79300.0
93    Zr                     0.0
95    Zr               1030000.0
97    Zr               1213600.0
87    Nb               1383000.0
88    Nb                894000.0
88    Nb_isomer         887900.0
89    Nb                714900.0
89    Nb_isomer         873100.0
90    Nb                931900.0
91    Nb                  6600.0
91    Nb_isomer           3900.0
92    Nb                 14600.0
92    Nb_isomer           8400.0
93    Nb_isomer            800.0
94    Nb               1406400.0
94    Nb_isomer           9900.0
95    Nb                 32000.0
95    Nb_isomer        2140600.0
96    Nb               1497500.0
97    Nb               1362100.0
98    Nb_isomer        1220800.0
99    Nb                993200.0
99    Nb_isomer         993600.0
89    Mo                833400.0
90    Mo                857900.0
91    Mo                862700.0
91    Mo_isomer         457800.0
93    Mo                  4400.0
93    Mo_isomer        1064800.0
99    Mo               1376200.0
101   Mo               1494000.0
102   Mo               1457300.0
91    Tc                841600.0
91    Tc_isomer         838500.0
92    Tc               1138400.0
93    Tc                197700.0
93    Tc_isomer         364400.0
94    Tc                201500.0
94    Tc_isomer         734700.0
95    Tc                  8700.0
95    Tc_isomer         125700.0
96    Tc                 16400.0
96    Tc_isomer           2200.0
97    Tc                  4100.0
97    Tc_isomer           2900.0
98    Tc               1294700.0
99    Tc                906000.0
99    Tc_isomer          67500.0
101   Tc               1397300.0
102   Tc                874400.0
102   Tc_isomer        1147600.0
104   Tc                980700.0
105   Tc               1105900.0
92    Ru               1019100.0
94    Ru                 20000.0
95    Ru                234400.0
97    Ru                115800.0
103   Ru                280800.0
105   Ru               1484600.0
106   Ru                     0.0
107   Ru               1087600.0
108   Ru               1476400.0
94    Rh                813900.0
95    Rh                729300.0
95    Rh_isomer         192100.0
96    Rh                755600.0
96    Rh_isomer         337200.0
97    Rh                674600.0
97    Rh_isomer         414400.0
98    Rh                848400.0
99    Rh                104400.0
99    Rh_isomer         155600.0
100   Rh                 57000.0
100   Rh_isomer          10100.0
101   Rh                142100.0
101   Rh_isomer         175200.0
102   Rh                540100.0
102   Rh_isomer          27500.0
103   Rh_isomer            400.0
104   Rh               1055200.0
104   Rh_isomer           5700.0
105   Rh               1146000.0
106   Rh                963800.0
106   Rh_isomer        1475700.0
107   Rh               1419400.0
108   Rh                899200.0
109   Rh               1145900.0
96    Pd                477900.0
97    Pd                725700.0
98    Pd                109300.0
99    Pd                589400.0
100   Pd                 10200.0
101   Pd                111600.0
103   Pd                  3400.0
107   Pd                     0.0
109   Pd               1440700.0
109   Pd_isomer        1405500.0
111   Pd               1122900.0
112   Pd                501400.0
114   Pd               1317800.0
99    Ag                862400.0
100   Ag_isomer         825400.0
101   Ag                789700.0
102   Ag                774800.0
102   Ag_isomer         375200.0
103   Ag                422500.0
104   Ag                256700.0
104   Ag_isomer         638200.0
105   Ag                 54400.0
105   Ag_isomer            100.0
106   Ag                677800.0
106   Ag_isomer          40600.0
108   Ag               1212000.0
108   Ag_isomer          29400.0
109   Ag_isomer           1500.0
110   Ag                999000.0
110   Ag_isomer         434000.0
111   Ag               1443100.0
111   Ag_isomer          11200.0
112   Ag               1013900.0
113   Ag               1174500.0
113   Ag_isomer         493600.0
114   Ag                863200.0
115   Ag               1129600.0
116   Ag                927600.0
117   Ag               1091600.0
101   Cd                948700.0
102   Cd                226200.0
103   Cd                476100.0
104   Cd                  6800.0
105   Cd                348400.0
107   Cd                  7700.0
109   Cd                  4300.0
111   Cd_isomer        1104600.0
113   Cd                752100.0
113   Cd_isomer        1393600.0
115   Cd               1411200.0
115   Cd_isomer        1241700.0
117   Cd               1237800.0
117   Cd_isomer        1287600.0
118   Cd               1319500.0
119   Cd               1224800.0
119   Cd_isomer        1221700.0
103   In                965300.0
105   In                771400.0
106   In                803800.0
106   In_isomer         805700.0
107   In                509500.0
108   In                412700.0
108   In_isomer         558800.0
109   In                252900.0
109   In_isomer          79300.0
110   In                 22600.0
110   In_isomer         659100.0
111   In                424700.0
111   In_isomer         173200.0
112   In                915000.0
112   In_isomer        1264500.0
113   In_isomer         629900.0
114   In               1145600.0
114   In_isomer        2558200.0
115   In               1280600.0
115   In_isomer        1104500.0
116   In_isomer        1445100.0
117   In               1666900.0
117   In_isomer        1302400.0
118   In                883600.0
118   In_isomer        1242100.0
119   In               1266500.0
119   In_isomer        1057200.0
121   In               1067700.0
121   In_isomer         942200.0
106   Sn                377700.0
108   Sn                139100.0
109   Sn                128000.0
110   Sn                 93800.0
111   Sn                390000.0
113   Sn                  5400.0
113   Sn_isomer           1700.0
117   Sn_isomer        1752300.0
119   Sn_isomer           2000.0
121   Sn               1025300.0
121   Sn_isomer         257900.0
123   Sn               1279900.0
123   Sn_isomer        1565300.0
125   Sn               1088600.0
125   Sn_isomer        1193700.0
126   Sn                606600.0
127   Sn               1346700.0
127   Sn_isomer        1035700.0
128   Sn               1413600.0
129   Sn               1021700.0
130   Sn               1673400.0
130   Sn_isomer        1014400.0
111   Sb                919200.0
113   Sb                708900.0
114   Sb                750400.0
115   Sb                444500.0
116   Sb                581200.0
116   Sb_isomer         282900.0
117   Sb                225500.0
118   Sb                728600.0
118   Sb_isomer         191700.0
119   Sb                  3000.0
120   Sb                501200.0
120   Sb_isomer         421900.0
122   Sb               1253800.0
122   Sb_isomer           3500.0
124   Sb               1212700.0
124   Sb_isomer         354000.0
124   Sbn                    0.0
125   Sb                601200.0
126   Sb               1341600.0
126   Sb_isomer        1052700.0
127   Sb               1455100.0
128   Sb               1420900.0
128   Sb_isomer        1116900.0
129   Sb               1320400.0
130   Sb               1634700.0
130   Sb_isomer        1322100.0
131   Sb               1303600.0
133   Sb               1247100.0
113   Te                791100.0
114   Te                249500.0
115   Te                716600.0
115   Te_isomer         600000.0
116   Te                 16500.0
117   Te                330300.0
118   Te                  2300.0
119   Te                 48800.0
119   Te_isomer          83800.0
121   Te                 13000.0
121   Te_isomer         237800.0
123   Te                     0.0
123   Te_isomer         196000.0
125   Te_isomer           5400.0
127   Te               1442000.0
127   Te_isomer          35300.0
129   Te               1309900.0
129   Te_isomer         464800.0
131   Te               1307100.0
131   Te_isomer        1563100.0
132   Te                618900.0
133   Te               1236800.0
133   Te_isomer        1358600.0
134   Te               1621400.0
118   I                 790600.0
118   I_isomer          800600.0
119   I                 713400.0
120   I                 641300.0
120   I_isomer          707200.0
121   I                 405500.0
122   I                 737400.0
123   I                 196400.0
124   I                 279500.0
125   I                   4300.0
126   I                 693700.0
128   I                1066900.0
129   I                  37400.0
130   I                1440600.0
130   I_isomer          176300.0
131   I                1382500.0
132   I                1350000.0
132   I_isomer          244700.0
133   I                1369800.0
134   I                1320200.0
134   I_isomer          551200.0
135   I                1336900.0
120   Xe                109400.0
121   Xe                552200.0
122   Xe                 16000.0
123   Xe                505800.0
125   Xe                305000.0
127   Xe                367900.0
127   Xe_isomer        1542500.0
129   Xe_isomer        2991000.0
131   Xe_isomer        1852800.0
133   Xe                858000.0
133   Xe_isomer        2755300.0
135   Xe               1661800.0
135   Xe_isomer         267600.0
137   Xe                918100.0
138   Xe               1301200.0
121   Cs                878100.0
121   Cs_isomer         831200.0
123   Cs                731700.0
124   Cs                787000.0
125   Cs                461700.0
126   Cs                754400.0
127   Cs                 90000.0
128   Cs                676800.0
129   Cs                 31100.0
130   Cs                505800.0
130   Cs_isomer           5300.0
131   Cs                  1900.0
132   Cs                 42000.0
134   Cs               1051800.0
134   Cs_isomer         338700.0
135   Cs                710300.0
135   Cs_isomer          49500.0
136   Cs               1172400.0
137   Cs               1370700.0
138   Cs               1024000.0
138   Cs_isomer         283100.0
139   Cs                926500.0
140   Cs                939500.0
124   Ba                390000.0
126   Ba                120300.0
127   Ba                620200.0
128   Ba                 26200.0
129   Ba                305100.0
129   Ba_isomer         314000.0
131   Ba                136500.0
131   Ba_isomer           2300.0
133   Ba                 75200.0
133   Ba_isomer        2227100.0
135   Ba_isomer        2295200.0
137   Ba_isomer         121600.0
139   Ba               1176700.0
140   Ba               1396400.0
141   Ba               1433500.0
142   Ba               1528700.0
128   La                872300.0
129   La                640000.0
130   La                718400.0
131   La                365900.0
132   La                457600.0
132   La_isomer         236700.0
133   La                120500.0
134   La                621900.0
135   La                  2400.0
136   La                410600.0
137   La                  1700.0
138   La                277500.0
140   La               1349200.0
141   La               1062700.0
142   La               1180800.0
143   La                999200.0
130   Ce                251300.0
131   Ce                644700.0
132   Ce                130100.0
133   Ce                424300.0
133   Ce_isomer         126700.0
134   Ce                  3500.0
135   Ce                179300.0
137   Ce                  2600.0
137   Ce_isomer        2571700.0
139   Ce                261800.0
141   Ce               1278000.0
143   Ce               1460800.0
144   Ce                600900.0
145   Ce               1280600.0
134   Pr                903500.0
134   Pr_isomer         762600.0
135   Pr                618600.0
136   Pr                577800.0
137   Pr                307800.0
138   Pr                689200.0
138   Pr_isomer         651600.0
139   Pr                125900.0
140   Pr                528100.0
142   Pr               1137500.0
142   Pr_isomer              0.0
143   Pr               1454300.0
144   Pr               1001400.0
144   Pr_isomer           1100.0
145   Pr               1208400.0
146   Pr               1032400.0
147   Pr               1186100.0
148   Pr               1018400.0
148   Pr_isomer        1056400.0
134   Nd                331400.0
135   Nd               1007900.0
136   Nd                 91500.0
137   Nd                389400.0
138   Nd                 12400.0
139   Nd                307600.0
139   Nd_isomer         404000.0
140   Nd                  1600.0
141   Nd                 47300.0
141   Nd_isomer          94900.0
144   Nd                     0.0
147   Nd               1357900.0
149   Nd               1682100.0
151   Nd               1344400.0
152   Nd               1469800.0
136   Pm                835400.0
137   Pm_isomer        1415400.0
139   Pm                643700.0
140   Pm                741800.0
140   Pm_isomer         731000.0
141   Pm                508600.0
142   Pm                686200.0
143   Pm                  4300.0
144   Pm                 31000.0
145   Pm                  1500.0
146   Pm                488100.0
147   Pm                255500.0
148   Pm               1205900.0
148   Pm_isomer        1227300.0
149   Pm               1428400.0
150   Pm               1237100.0
151   Pm               1442300.0
152   Pm               1018300.0
152   Pm_isomer        1497500.0
153   Pm               1228500.0
154   Pm               1180500.0
154   Pm_isomer        1392700.0
139   Sm                802100.0
140   Sm                310700.0
141   Sm                555000.0
141   Sm_isomer         937100.0
142   Sm                108500.0
143   Sm                464100.0
143   Sm_isomer         110400.0
145   Sm                  2800.0
146   Sm                     0.0
147   Sm                     0.0
148   Sm                     0.0
151   Sm                     0.0
153   Sm               1433800.0
155   Sm               1305700.0
156   Sm               1349800.0
157   Sm               1231800.0
142   Eu                754300.0
142   Eu_isomer         736300.0
143   Eu                655700.0
144   Eu                726000.0
145   Eu                 41100.0
146   Eu                 85800.0
147   Eu                186900.0
148   Eu                 57400.0
149   Eu                 21100.0
150   Eu                129600.0
150   Eu_isomer        1293400.0
152   Eu                438400.0
152   Eu_isomer         872700.0
152   Eun                 1700.0
154   Eu               1152300.0
154   Eu_isomer           1900.0
155   Eu                 93600.0
156   Eu               1038900.0
157   Eu               1428600.0
158   Eu               1165000.0
159   Eu               1151200.0
142   Gd                562500.0
143   Gd_isomer         943000.0
144   Gd                465600.0
145   Gd                346400.0
145   Gd_isomer         196000.0
146   Gd                109800.0
147   Gd                541600.0
148   Gd                     0.0
149   Gd                311000.0
150   Gd                     0.0
151   Gd                120200.0
152   Gd                     0.0
153   Gd                  3300.0
159   Gd               1443900.0
162   Gd               1470300.0
146   Tb                648200.0
147   Tb                324200.0
147   Tb_isomer         337800.0
148   Tb                512400.0
148   Tb_isomer         397500.0
149   Tb                273400.0
149   Tb_isomer         304600.0
150   Tb                240500.0
150   Tb_isomer         269200.0
151   Tb                367000.0
151   Tb_isomer          10300.0
152   Tb                323700.0
152   Tb_isomer        1614400.0
153   Tb                 93000.0
154   Tb                 80200.0
155   Tb                113500.0
156   Tb                311600.0
156   Tb_isomer           1200.0
156   Tbn                  100.0
157   Tb                   200.0
158   Tb                310800.0
160   Tb               1418100.0
161   Tb               1270200.0
162   Tb               1430800.0
163   Tb               1535200.0
164   Tb               1458200.0
165   Tb               1149200.0
148   Dy                 67400.0
149   Dy                156700.0
150   Dy                 13700.0
151   Dy                141100.0
152   Dy                 77200.0
153   Dy                183600.0
154   Dy                     0.0
155   Dy                121300.0
157   Dy                 35400.0
159   Dy                  1600.0
165   Dy               1352800.0
165   Dy_isomer          37700.0
166   Dy               1052100.0
167   Dy               1966400.0
168   Dy               1808700.0
150   Ho                687300.0
153   Ho                643800.0
153   Ho_isomer         672600.0
154   Ho                729500.0
154   Ho_isomer         675900.0
155   Ho                333100.0
156   Ho                875300.0
157   Ho                311900.0
159   Ho                177800.0
160   Ho                138900.0
161   Ho                  5200.0
162   Ho                 62300.0
162   Ho_isomer         206500.0
163   Ho                     0.0
164   Ho                580400.0
164   Ho_isomer           1500.0
166   Ho               1200800.0
166   Ho_isomer         663200.0
167   Ho               1485300.0
168   Ho               1206000.0
168   Ho_isomer            200.0
170   Ho               1420400.0
154   Er                 45900.0
156   Er                 14000.0
159   Er                495700.0
161   Er                481100.0
163   Er                  1400.0
165   Er                  1200.0
167   Er_isomer        1739000.0
169   Er                843500.0
171   Er               1488300.0
172   Er                844200.0
173   Er               1396500.0
161   Tm                304600.0
162   Tm                383400.0
163   Tm                196300.0
164   Tm                413100.0
165   Tm                394400.0
166   Tm                148500.0
167   Tm               1740400.0
168   Tm                208000.0
170   Tm               1443900.0
171   Tm                     0.0
172   Tm               1130900.0
173   Tm               1511800.0
174   Tm               2092900.0
175   Tm               1660800.0
176   Tm               1703100.0
162   Yb                 31100.0
163   Yb                270000.0
164   Yb                  4100.0
165   Yb                112500.0
166   Yb                  2400.0
167   Yb                 43000.0
169   Yb                517600.0
175   Yb               1072900.0
177   Yb               1224800.0
178   Yb               1325700.0
179   Yb               1548300.0
165   Lu                490100.0
167   Lu                291400.0
169   Lu                 84700.0
169   Lu_isomer            200.0
170   Lu                 36300.0
171   Lu                 12200.0
171   Lu_isomer            300.0
172   Lu                219200.0
172   Lu_isomer            100.0
173   Lu                 31500.0
174   Lu                  2000.0
174   Lu_isomer          20200.0
176   Lu               2057700.0
176   Lu_isomer        1363200.0
177   Lu               1098700.0
177   Lu_isomer        1066900.0
178   Lu               1178200.0
178   Lu_isomer        2210800.0
179   Lu               1350000.0
180   Lu               1508300.0
181   Lu               1519200.0
167   Hf                404800.0
169   Hf                173600.0
170   Hf                 78500.0
172   Hf                 17200.0
173   Hf                113900.0
174   Hf                     0.0
175   Hf                234700.0
177   Hf_isomer        4528000.0
178   Hf_isomer        1472500.0
179   Hf_isomer         960900.0
180   Hf_isomer         706000.0
181   Hf               1393000.0
182   Hf                335300.0
182   Hf_isomer        1318900.0
183   Hf               1404700.0
184   Hf               1755000.0
170   Ta                701700.0
172   Ta                675300.0
173   Ta                301600.0
174   Ta                690300.0
175   Ta                213900.0
176   Ta                 90000.0
177   Ta                  4800.0
178   Ta                 23600.0
178   Ta_isomer         837800.0
179   Ta                   900.0
180   Ta                199700.0
182   Ta               1080500.0
182   Ta_isomer        2551200.0
183   Ta               2019200.0
184   Ta               1871600.0
185   Ta               1589400.0
186   Ta               1318100.0
177   W                 188700.0
178   W                    600.0
179   W                   2300.0
179   W_isomer         2561500.0
181   W                   1300.0
185   W                1110700.0
185   W_isomer          533400.0
187   W                1426900.0
188   W                 842600.0
190   W                2340300.0
178   Re                588800.0
179   Re                204300.0
180   Re                134600.0
181   Re                680600.0
182   Re                803700.0
182   Re_isomer          57200.0
183   Re                236400.0
184   Re                 25900.0
184   Re_isomer         173800.0
186   Re               1400400.0
186   Re_isomer           5300.0
187   Re                     0.0
188   Re               1340900.0
188   Re_isomer          12500.0
189   Re               1555200.0
190   Re               1736000.0
190   Re_isomer         996900.0
180   Os                 51800.0
181   Os                261900.0
182   Os                116000.0
183   Os                121700.0
183   Os_isomer         355500.0
185   Os                 29500.0
186   Os                     0.0
189   Os_isomer            800.0
190   Os_isomer         689500.0
191   Os                 81400.0
191   Os_isomer           1400.0
193   Os               1471500.0
194   Os                  1500.0
196   Os               1448400.0
180   Ir                957300.0
182   Ir                779800.0
183   Ir                384000.0
184   Ir                573900.0
185   Ir                303500.0
186   Ir                632200.0
186   Ir_isomer         305400.0
187   Ir                 78200.0
188   Ir                379400.0
189   Ir                 56700.0
190   Ir                579500.0
190   Ir_isomer            700.0
190   Irn               158000.0
191   Ir_isomer          68700.0
192   Ir               1637600.0
192   Ir_isomer           2600.0
192   Irn              2333800.0
193   Ir_isomer            900.0
194   Ir               1172800.0
194   Ir_isomer         482300.0
195   Ir               1476300.0
195   Ir_isomer        1482700.0
196   Ir               1076100.0
196   Ir_isomer        1518800.0
184   Pt                720600.0
186   Pt                185500.0
187   Pt                484500.0
188   Pt                301500.0
189   Pt                175900.0
190   Pt                     0.0
191   Pt                145100.0
193   Pt                  1600.0
193   Pt_isomer         734600.0
195   Pt_isomer         419500.0
197   Pt               1406900.0
197   Pt_isomer        1980300.0
199   Pt               1438300.0
200   Pt               1380500.0
202   Pt               1220400.0
186   Au               1086500.0
187   Au                319100.0
190   Au                424200.0
191   Au                458800.0
192   Au                271500.0
193   Au                248500.0
193   Au_isomer         923700.0
194   Au                186400.0
195   Au                 10500.0
195   Au_isomer         951400.0
196   Au                203800.0
196   Au_isomer        3220400.0
198   Au               1513000.0
198   Au_isomer        1567100.0
199   Au               1299200.0
200   Au               1195400.0
200   Au_isomer        1954800.0
201   Au               1379600.0
202   Au               1068500.0
190   Hg                124300.0
191   Hg_isomer        1142700.0
192   Hg                202500.0
193   Hg                294400.0
193   Hg_isomer         171900.0
194   Hg                  1600.0
195   Hg                 59800.0
195   Hg_isomer         532400.0
197   Hg                  9900.0
197   Hg_isomer        2443000.0
199   Hg_isomer        2546900.0
203   Hg                754800.0
205   Hg               1303400.0
206   Hg               1742500.0
207   Hg               1821800.0
190   Tl                587000.0
190   Tl_isomer         603200.0
194   Tl                365500.0
194   Tl_isomer         580800.0
195   Tl                244100.0
196   Tl                210800.0
197   Tl                204500.0
198   Tl                116600.0
198   Tl_isomer        2035100.0
199   Tl                491400.0
200   Tl                156200.0
201   Tl                117200.0
202   Tl                 64900.0
204   Tl               1336400.0
206   Tl               1290900.0
206   Tl_isomer        1509500.0
207   Tl               1319200.0
208   Tl               1491700.0
209   Tl               1286200.0
210   Tl               1357500.0
194   Pb                504500.0
195   Pb_isomer         613300.0
196   Pb               1008000.0
197   Pb                231200.0
197   Pb_isomer        2460200.0
198   Pb                704600.0
199   Pb                216100.0
200   Pb                896100.0
201   Pb                388100.0
201   Pb_isomer         570000.0
202   Pb                  3600.0
202   Pb_isomer         355400.0
203   Pb                573800.0
204   Pb_isomer         224500.0
205   Pb                  3600.0
209   Pb               1390200.0
210   Pb                  3300.0
211   Pb               1343200.0
212   Pb               1896800.0
214   Pb               2144000.0
197   Bi                284300.0
200   Bi                629300.0
201   Bi                138500.0
202   Bi                539200.0
203   Bi                237800.0
204   Bi                371800.0
205   Bi                107800.0
206   Bi                637000.0
207   Bi                131000.0
208   Bi                  7900.0
210   Bi               1394800.0
210   Bi_isomer         566100.0
211   Bi                 82000.0
212   Bi                749400.0
212   Bin              1292500.0
213   Bi               1422300.0
214   Bi               1288600.0
215   Bi               1911300.0
216   Bi               1118000.0
203   Po               1056200.0
204   Po                844800.0
205   Po                213900.0
206   Po                767200.0
207   Po                172200.0
208   Po                     0.0
209   Po                 11100.0
210   Po                     0.0
211   Po                   400.0
212   Po                     0.0
212   Po_isomer            700.0
213   Po                     0.0
214   Po                     0.0
215   Po                     0.0
216   Po                     0.0
218   Po                   100.0
204   At                507600.0
205   At                443300.0
206   At                522100.0
207   At                915900.0
208   At               1082400.0
209   At                358100.0
210   At                568000.0
211   At                  3300.0
215   At                   200.0
216   At                  4900.0
217   At                  1300.0
218   At                  1000.0
219   At                     0.0
220   At               1549800.0
207   Rn                409200.0
209   Rn                376800.0
210   Rn                 43900.0
211   Rn                280500.0
212   Rn                     0.0
215   Rn                     0.0
216   Rn                     0.0
217   Rn                     0.0
218   Rn                     0.0
219   Rn                 75900.0
220   Rn                     0.0
222   Rn                     0.0
223   Rn               1378100.0
212   Fr                515300.0
219   Fr                  3200.0
220   Fr                 25100.0
221   Fr                 95800.0
222   Fr               1284100.0
223   Fr               1508100.0
224   Fr               1242000.0
227   Fr               1473400.0
219   Ra                676200.0
220   Ra                   700.0
221   Ra                320600.0
222   Ra                  7800.0
223   Ra                608900.0
224   Ra                 29700.0
225   Ra                731300.0
226   Ra                 58000.0
227   Ra               1744600.0
228   Ra                  1300.0
230   Ra               1399600.0
223   Ac                 22800.0
224   Ac                 56600.0
225   Ac                 14400.0
226   Ac               1229900.0
227   Ac                   400.0
228   Ac               1420000.0
230   Ac               1164800.0
231   Ac               1883100.0
232   Ac               1131400.0
233   Ac               1154200.0
223   Th                154400.0
224   Th                205000.0
226   Th                  4800.0
227   Th                316200.0
228   Th                  3900.0
229   Th                202000.0
230   Th                  1900.0
231   Th                524900.0
232   Th                  1200.0
233   Th               1398800.0
234   Th                 86100.0
235   Th               1249100.0
236   Th               1446500.0
227   Pa                  2800.0
228   Pa                263400.0
229   Pa                  5000.0
230   Pa                161100.0
231   Pa                107600.0
232   Pa                756700.0
233   Pa               1710600.0
234   Pa               1993100.0
234   Pa_isomer        1143600.0
235   Pa               1330000.0
236   Pa               1373200.0
237   Pa               1321000.0
227   U                 926200.0
228   U                   7900.0
230   U                   5100.0
231   U                  12800.0
232   U                   1700.0
233   U                   1300.0
234   U                   1100.0
235   U                 100700.0
235   U_isomer               0.0
236   U                    900.0
237   U                 918200.0
238   U                    700.0
239   U                1383800.0
240   U                 832300.0
242   U                1416300.0
232   Np                388800.0
233   Np                 37300.0
234   Np                 53100.0
235   Np                  3000.0
236   Np               1326600.0
236   Np_isomer         612700.0
